Roll 1: 1 × T3 | R%: 6.174% (1 in 16.198) | 40.38 ★
Roll 43596: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 43597: (+1/2) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.4 ★ [+0.4]
Roll 43598: 2 × T2 | R%: 3.087% (1 in 32.396) | 22.0 ★
Roll 43599: 1 × T3 | R%: 6.174% (1 in 16.198) | 40.38 ★
Roll 43600: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 43601: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 43602: (+1/3) 2 × T1 | R%: 9.26% (1 in 10.799) | 6.3 ★ [+1.8]
Roll 43603: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 43604: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 43605: (+1/2) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.4 ★ [+0.4]
Roll 43606: (+2/3) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.8 ★ [+0.8]
Roll 43607: (+3/4) 1 × T1 | R%: 55.563% (1 in 1.8) | 2.2 ★ [+1.2]
Roll 43608: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 43609: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 43610: (+1/2) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.4 ★ [+0.4]
Roll 43611: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 43612: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 43613: (+1/2) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.4 ★ [+0.4]
Roll 43614: (+2/4) 2 × T1 | R%: 9.26% (1 in 10.799) | 8.1 ★ [+3.6]
Roll 43615: 2 × T3 | R%: 1.029% (1 in 97.187) | 83.26 ★
Roll 43616: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 43617: 1 × T3 | R%: 6.174% (1 in 16.198) | 40.38 ★
Roll 43618: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 43619: 1 × T3 | R%: 6.174% (1 in 16.198) | 40.38 ★
Roll 43620: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 43621: (+1/3) 2 × T1 | R%: 9.26% (1 in 10.799) | 6.3 ★ [+1.8]
Roll 43622: (+3/5) 2 × T1 | R%: 9.26% (1 in 10.799) | 9.9 ★ [+5.4]
Roll 43623: (+5/6) 1 × T1 | R%: 55.563% (1 in 1.8) | 3.0 ★ [+2.0]
Roll 43624: (+6/7) 1 × T1 | R%: 55.563% (1 in 1.8) | 3.4 ★ [+2.4]
Roll 43625: (+7/9) 2 × T1 | R%: 9.26% (1 in 10.799) | 17.1 ★ [+12.6]
Roll 43626: (+9/11) 2 × T1 | R%: 9.26% (1 in 10.799) | 20.7 ★ [+16.2]
Roll 43627: (+11/12) 1 × T1 | R%: 55.563% (1 in 1.8) | 5.4 ★ [+4.4]
Roll 43628: 2 × T3 | R%: 1.029% (1 in 97.187) | 83.26 ★
Roll 43629: 2 × T2 | R%: 3.087% (1 in 32.396) | 22.0 ★
Roll 43630: 1 × T4 | R%: 2.058% (1 in 48.594) | 147.56 ★
Roll 43631: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 43632: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 43633: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 43634: (+1/2) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.4 ★ [+0.4]
Roll 43635: (+2/4) 2 × T1 | R%: 9.26% (1 in 10.799) | 8.1 ★ [+3.6]
Roll 43636: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 43637: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 43638: (+1/2) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.4 ★ [+0.4]
Roll 43639: (+2/4) 2 × T1 | R%: 9.26% (1 in 10.799) | 8.1 ★ [+3.6]
Roll 43640: (+4/5) 1 × T1 | R%: 55.563% (1 in 1.8) | 2.6 ★ [+1.6]
Roll 43641: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 43642: 2 × T1 | R%: 9.26% (1 in 10.799) | 4.5 ★
Roll 43643: (+2/4) 2 × T1 | R%: 9.26% (1 in 10.799) | 8.1 ★ [+3.6]
Roll 43644: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 43645: 1 × T3 | R%: 6.174% (1 in 16.198) | 40.38 ★
Roll 43646: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 43647: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 43648: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 43649: (+1/4) 3 × T1 | R%: 1.543% (1 in 64.792) | 11.2 ★ [+3.2]
Roll 43650: 2 × T2 | R%: 3.087% (1 in 32.396) | 22.0 ★
Roll 43651: (+2/3) 1 × T2 | R%: 18.521% (1 in 5.399) | 17.55 ★ [+7.8]
Roll 43652: (+3/4) 1 × T2 | R%: 18.521% (1 in 5.399) | 21.45 ★ [+11.7]
Roll 43653: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 43654: (+1/3) 2 × T1 | R%: 9.26% (1 in 10.799) | 6.3 ★ [+1.8]
Roll 43655: (+3/4) 1 × T1 | R%: 55.563% (1 in 1.8) | 2.2 ★ [+1.2]
Roll 43656: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 43657: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 43658: (+1/2) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.4 ★ [+0.4]
Roll 43659: (+2/3) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.8 ★ [+0.8]
Roll 43660: (+3/4) 1 × T1 | R%: 55.563% (1 in 1.8) | 2.2 ★ [+1.2]
Roll 43661: (+4/5) 1 × T1 | R%: 55.563% (1 in 1.8) | 2.6 ★ [+1.6]
Roll 43662: (+5/6) 1 × T1 | R%: 55.563% (1 in 1.8) | 3.0 ★ [+2.0]
Roll 43663: (+6/7) 1 × T1 | R%: 55.563% (1 in 1.8) | 3.4 ★ [+2.4]
Roll 43664: (+7/9) 2 × T1 | R%: 9.26% (1 in 10.799) | 17.1 ★ [+12.6]
Roll 43665: (+9/10) 1 × T1 | R%: 55.563% (1 in 1.8) | 4.6 ★ [+3.6]
Roll 43666: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 43667: (+1/2) 1 × T2 | R%: 18.521% (1 in 5.399) | 13.65 ★ [+3.9]
Roll 43668: 1 × T3 | R%: 6.174% (1 in 16.198) | 40.38 ★
Roll 43669: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 43670: (+1/2) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.4 ★ [+0.4]
Roll 43671: 2 × T2 | R%: 3.087% (1 in 32.396) | 22.0 ★
Roll 43672: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 43673: 1 × T4 | R%: 2.058% (1 in 48.594) | 147.56 ★
Roll 43674: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 43675: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 43676: (+1/2) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.4 ★ [+0.4]
Roll 43677: (+2/3) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.8 ★ [+0.8]
Roll 43678: (+3/4) 1 × T1 | R%: 55.563% (1 in 1.8) | 2.2 ★ [+1.2]
Roll 43679: (+4/5) 1 × T1 | R%: 55.563% (1 in 1.8) | 2.6 ★ [+1.6]
Roll 43680: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 43681: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 43682: (+1/3) 2 × T1 | R%: 9.26% (1 in 10.799) | 6.3 ★ [+1.8]
Roll 43683: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 43684: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 43685: (+1/2) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.4 ★ [+0.4]
Roll 43686: (+2/3) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.8 ★ [+0.8]
Roll 43687: (+3/4) 1 × T1 | R%: 55.563% (1 in 1.8) | 2.2 ★ [+1.2]
Roll 43688: (+4/5) 1 × T1 | R%: 55.563% (1 in 1.8) | 2.6 ★ [+1.6]
Roll 43689: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 43690: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 43691: (+1/2) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.4 ★ [+0.4]
Roll 43692: (+2/3) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.8 ★ [+0.8]
Roll 43693: (+3/4) 1 × T1 | R%: 55.563% (1 in 1.8) | 2.2 ★ [+1.2]
Roll 43694: (+4/5) 1 × T1 | R%: 55.563% (1 in 1.8) | 2.6 ★ [+1.6]
Roll 43695: (+5/6) 1 × T1 | R%: 55.563% (1 in 1.8) | 3.0 ★ [+2.0]
Roll 43696: (+6/7) 1 × T1 | R%: 55.563% (1 in 1.8) | 3.4 ★ [+2.4]
Roll 43697: (+7/8) 1 × T1 | R%: 55.563% (1 in 1.8) | 3.8 ★ [+2.8]
Roll 43698: 2 × T2 | R%: 3.087% (1 in 32.396) | 22.0 ★
Roll 43699: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 43700: (+1/3) 2 × T1 | R%: 9.26% (1 in 10.799) | 6.3 ★ [+1.8]
Roll 43701: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 43702: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 43703: (+1/2) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.4 ★ [+0.4]
Roll 43704: (+2/3) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.8 ★ [+0.8]
Roll 43705: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 43706: 2 × T1 | R%: 9.26% (1 in 10.799) | 4.5 ★
Roll 43707: (+2/3) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.8 ★ [+0.8]
Roll 43708: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 43709: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 43710: (+1/3) 2 × T1 | R%: 9.26% (1 in 10.799) | 6.3 ★ [+1.8]
Roll 43711: (+3/5) 2 × T1 | R%: 9.26% (1 in 10.799) | 9.9 ★ [+5.4]
Roll 43712: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 43713: 1 × T4 | R%: 2.058% (1 in 48.594) | 147.56 ★
Roll 43714: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 43715: (+1/2) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.4 ★ [+0.4]
Roll 43716: 2 × T2 | R%: 3.087% (1 in 32.396) | 22.0 ★
Roll 43717: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 43718: 1 × T3 | R%: 6.174% (1 in 16.198) | 40.38 ★
Roll 43719: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 43720: (+1/2) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.4 ★ [+0.4]
Roll 43721: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 43722: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 43723: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 43724: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 43725: (+1/2) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.4 ★ [+0.4]
Roll 43726: 1 × T4 | R%: 2.058% (1 in 48.594) | 147.56 ★
Roll 43727: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 43728: (+1/2) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.4 ★ [+0.4]
Roll 43729: (+2/3) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.8 ★ [+0.8]
Roll 43730: 1 × T4 | R%: 2.058% (1 in 48.594) | 147.56 ★
Roll 43731: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 43732: (+1/2) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.4 ★ [+0.4]
Roll 43733: (+2/3) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.8 ★ [+0.8]
Roll 43734: (+3/4) 1 × T1 | R%: 55.563% (1 in 1.8) | 2.2 ★ [+1.2]
Roll 43735: (+4/5) 1 × T1 | R%: 55.563% (1 in 1.8) | 2.6 ★ [+1.6]
Roll 43736: 1 × T3 | R%: 6.174% (1 in 16.198) | 40.38 ★
Roll 43737: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 43738: (+1/2) 1 × T2 | R%: 18.521% (1 in 5.399) | 13.65 ★ [+3.9]
Roll 43739: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 43740: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 43741: (+1/2) 1 × T2 | R%: 18.521% (1 in 5.399) | 13.65 ★ [+3.9]
Roll 43742: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 43743: (+1/2) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.4 ★ [+0.4]
Roll 43744: 2 × T3 | R%: 1.029% (1 in 97.187) | 83.26 ★
Roll 43745: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 43746: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 43747: (+1/2) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.4 ★ [+0.4]
Roll 43748: (+2/3) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.8 ★ [+0.8]
Roll 43749: 1 × T3 | R%: 6.174% (1 in 16.198) | 40.38 ★
Roll 43750: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 43751: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 43752: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 43753: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 43754: (+1/2) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.4 ★ [+0.4]
Roll 43755: (+2/3) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.8 ★ [+0.8]
Roll 43756: 1 × T3 | R%: 6.174% (1 in 16.198) | 40.38 ★
Roll 43757: 2 × T1 | R%: 9.26% (1 in 10.799) | 4.5 ★
Roll 43758: (+2/3) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.8 ★ [+0.8]
Roll 43759: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 43760: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 43761: (+1/2) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.4 ★ [+0.4]
Roll 43762: 2 × T2 | R%: 3.087% (1 in 32.396) | 22.0 ★
Roll 43763: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 43764: (+1/2) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.4 ★ [+0.4]
Roll 43765: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 43766: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 43767: (+1/2) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.4 ★ [+0.4]
Roll 43768: (+2/3) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.8 ★ [+0.8]
Roll 43769: (+3/4) 1 × T1 | R%: 55.563% (1 in 1.8) | 2.2 ★ [+1.2]
Roll 43770: (+4/5) 1 × T1 | R%: 55.563% (1 in 1.8) | 2.6 ★ [+1.6]
Roll 43771: (+5/6) 1 × T1 | R%: 55.563% (1 in 1.8) | 3.0 ★ [+2.0]
Roll 43772: 2 × T5 | R%: 0.114% (1 in 874.687) | 1047.94 ★
Roll 43773: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 43774: (+1/2) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.4 ★ [+0.4]
Roll 43775: (+2/3) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.8 ★ [+0.8]
Roll 43776: (+3/4) 1 × T1 | R%: 55.563% (1 in 1.8) | 2.2 ★ [+1.2]
Roll 43777: (+4/5) 1 × T1 | R%: 55.563% (1 in 1.8) | 2.6 ★ [+1.6]
Roll 43778: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 43779: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 43780: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 43781: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 43782: (+1/2) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.4 ★ [+0.4]
Roll 43783: (+2/4) 2 × T1 | R%: 9.26% (1 in 10.799) | 8.1 ★ [+3.6]
Roll 43784: (+4/5) 1 × T1 | R%: 55.563% (1 in 1.8) | 2.6 ★ [+1.6]
Roll 43785: (+5/6) 1 × T1 | R%: 55.563% (1 in 1.8) | 3.0 ★ [+2.0]
Roll 43786: (+6/7) 1 × T1 | R%: 55.563% (1 in 1.8) | 3.4 ★ [+2.4]
Roll 43787: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 43788: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 43789: (+1/3) 2 × T1 | R%: 9.26% (1 in 10.799) | 6.3 ★ [+1.8]
Roll 43790: (+3/4) 1 × T1 | R%: 55.563% (1 in 1.8) | 2.2 ★ [+1.2]
Roll 43791: (+4/5) 1 × T1 | R%: 55.563% (1 in 1.8) | 2.6 ★ [+1.6]
Roll 43792: (+5/7) 2 × T1 | R%: 9.26% (1 in 10.799) | 13.5 ★ [+9.0]
Roll 43793: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 43794: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 43795: (+1/2) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.4 ★ [+0.4]
Roll 43796: (+2/3) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.8 ★ [+0.8]
Roll 43797: (+3/4) 1 × T1 | R%: 55.563% (1 in 1.8) | 2.2 ★ [+1.2]
Roll 43798: (+4/5) 1 × T1 | R%: 55.563% (1 in 1.8) | 2.6 ★ [+1.6]
Roll 43799: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 43800: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 43801: (+1/2) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.4 ★ [+0.4]
Roll 43802: (+2/3) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.8 ★ [+0.8]
Roll 43803: (+3/4) 1 × T1 | R%: 55.563% (1 in 1.8) | 2.2 ★ [+1.2]
Roll 43804: (+4/5) 1 × T1 | R%: 55.563% (1 in 1.8) | 2.6 ★ [+1.6]
Roll 43805: (+5/6) 1 × T1 | R%: 55.563% (1 in 1.8) | 3.0 ★ [+2.0]
Roll 43806: (+6/7) 1 × T1 | R%: 55.563% (1 in 1.8) | 3.4 ★ [+2.4]
Roll 43807: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 43808: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 43809: (+1/3) 2 × T1 | R%: 9.26% (1 in 10.799) | 6.3 ★ [+1.8]
Roll 43810: (+3/4) 1 × T1 | R%: 55.563% (1 in 1.8) | 2.2 ★ [+1.2]
Roll 43811: 2 × T2 | R%: 3.087% (1 in 32.396) | 22.0 ★
Roll 43812: (+2/3) 1 × T2 | R%: 18.521% (1 in 5.399) | 17.55 ★ [+7.8]
Roll 43813: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 43814: (+1/2) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.4 ★ [+0.4]
Roll 43815: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 43816: (+1/3) 2 × T2 | R%: 3.087% (1 in 32.396) | 30.8 ★ [+8.8]
Roll 43817: (+3/4) 1 × T2 | R%: 18.521% (1 in 5.399) | 21.45 ★ [+11.7]
Roll 43818: 1 × T3 | R%: 6.174% (1 in 16.198) | 40.38 ★
Roll 43819: 2 × T1 | R%: 9.26% (1 in 10.799) | 4.5 ★
Roll 43820: 3 × T4 | R%: 0.057% (1 in 1.75×10^3) | 447.68 ★
Roll 43821: (+3/4) 1 × T4 | R%: 2.058% (1 in 48.594) | 324.63 ★ [+177.07]
Roll 43822: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 43823: (+1/2) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.4 ★ [+0.4]
Roll 43824: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 43825: (+1/2) 1 × T2 | R%: 18.521% (1 in 5.399) | 13.65 ★ [+3.9]
Roll 43826: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 43827: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 43828: (+1/2) 1 × T2 | R%: 18.521% (1 in 5.399) | 13.65 ★ [+3.9]
Roll 43829: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 43830: (+1/2) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.4 ★ [+0.4]
Roll 43831: (+2/3) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.8 ★ [+0.8]
Roll 43832: (+3/4) 1 × T1 | R%: 55.563% (1 in 1.8) | 2.2 ★ [+1.2]
Roll 43833: (+4/5) 1 × T1 | R%: 55.563% (1 in 1.8) | 2.6 ★ [+1.6]
Roll 43834: (+5/6) 1 × T1 | R%: 55.563% (1 in 1.8) | 3.0 ★ [+2.0]
Roll 43835: 3 × T2 | R%: 0.514% (1 in 194.375) | 34.25 ★
Roll 43836: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 43837: (+1/2) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.4 ★ [+0.4]
Roll 43838: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 43839: 1 × T4 | R%: 2.058% (1 in 48.594) | 147.56 ★
Roll 43840: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 43841: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 43842: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 43843: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 43844: (+1/2) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.4 ★ [+0.4]
Roll 43845: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 43846: (+1/2) 1 × T2 | R%: 18.521% (1 in 5.399) | 13.65 ★ [+3.9]
Roll 43847: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 43848: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 43849: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 43850: 1 × T3 | R%: 6.174% (1 in 16.198) | 40.38 ★
Roll 43851: (+1/2) 1 × T3 | R%: 6.174% (1 in 16.198) | 56.53 ★ [+16.15]
Roll 43852: 2 × T1 | R%: 9.26% (1 in 10.799) | 4.5 ★
Roll 43853: (+2/3) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.8 ★ [+0.8]
Roll 43854: 2 × T2 | R%: 3.087% (1 in 32.396) | 22.0 ★
Roll 43855: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 43856: (+1/2) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.4 ★ [+0.4]
Roll 43857: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 43858: 1 × T3 | R%: 6.174% (1 in 16.198) | 40.38 ★
Roll 43859: 2 × T1 | R%: 9.26% (1 in 10.799) | 4.5 ★
Roll 43860: (+2/3) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.8 ★ [+0.8]
Roll 43861: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 43862: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 43863: 2 × T5 | R%: 0.114% (1 in 874.687) | 1047.94 ★
Roll 43864: 1 × T3 | R%: 6.174% (1 in 16.198) | 40.38 ★
Roll 43865: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 43866: 1 × T3 | R%: 6.174% (1 in 16.198) | 40.38 ★
Roll 43867: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 43868: (+1/2) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.4 ★ [+0.4]
Roll 43869: (+2/4) 2 × T1 | R%: 9.26% (1 in 10.799) | 8.1 ★ [+3.6]
Roll 43870: 1 × T7 | R%: 0.076% (1 in 1.31×10^3) | 6431.43 ★
Roll 43871: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 43872: (+1/2) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.4 ★ [+0.4]
Roll 43873: (+2/3) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.8 ★ [+0.8]
Roll 43874: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 43875: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 43876: (+1/2) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.4 ★ [+0.4]
Roll 43877: (+2/3) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.8 ★ [+0.8]
Roll 43878: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 43879: (+1/2) 1 × T2 | R%: 18.521% (1 in 5.399) | 13.65 ★ [+3.9]
Roll 43880: (+2/3) 1 × T2 | R%: 18.521% (1 in 5.399) | 17.55 ★ [+7.8]
Roll 43881: (+3/4) 1 × T2 | R%: 18.521% (1 in 5.399) | 21.45 ★ [+11.7]
Roll 43882: 1 × T5 | R%: 0.686% (1 in 145.781) | 522.72 ★
Roll 43883: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 43884: 2 × T2 | R%: 3.087% (1 in 32.396) | 22.0 ★
Roll 43885: (+2/3) 1 × T2 | R%: 18.521% (1 in 5.399) | 17.55 ★ [+7.8]
Roll 43886: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 43887: (+1/2) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.4 ★ [+0.4]
Roll 43888: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 43889: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 43890: (+1/2) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.4 ★ [+0.4]
